loan_id,origination_month,original_balance,interest_rate,credit_score_band,ltv_band,dti_band,state,loan_purpose,occupancy_type,property_type,servicer_name,loan_term_months
LN000242,2022-06,262114,5.67,700-739,>95,20-30,MA,Purchase,Primary,Single_Family,ServicerE,360
LN000243,2023-03,147159,4.808,740-779,80-90,30-40,MN,Refinance_Cashout,Investment,Single_Family,ServicerA,360
LN000244,2023-04,484632,4.835,740-779,80-90,30-40,SC,Purchase,Investment,Single_Family,ServicerB,180
LN000245,2023-09,151601,6.425,620-659,<60,20-30,OH,Purchase,Second_Home,Townhouse,ServicerC,360
LN000246,2023-09,272561,5.884,660-699,>95,<20,NY,Refinance_NoCashout,Primary,Condo,ServicerC,360
LN000247,2022-11,255223,5.98,<620,60-70,30-40,TX,Refinance_NoCashout,Second_Home,Single_Family,ServicerB,360
LN000248,2022-03,237869,5.747,700-739,60-70,40-50,NC,Refinance_NoCashout,Investment,Single_Family,ServicerC,360
LN000249,2023-11,619393,5.441,700-739,80-90,20-30,UT,Refinance_Cashout,Investment,Condo,ServicerA,360
LN000250,2022-05,322545,5.003,700-739,60-70,40-50,WA,Refinance_NoCashout,Primary,Townhouse,ServicerB,360
LN000251,2022-07,584977,4.65,740-779,90-95,30-40,PA,Refinance_NoCashout,Primary,Single_Family,ServicerC,360
LN000252,2022-06,190247,5.723,700-739,60-70,20-30,VA,Purchase,Primary,Single_Family,ServicerC,360
LN000253,2023-08,147047,6.747,<620,80-90,30-40,NC,Refinance_Cashout,Primary,Single_Family,ServicerB,360
LN000254,2023-07,220958,5.361,740-779,70-80,40-50,LA,Refinance_Cashout,Primary,Condo,ServicerB,360
LN000255,2022-06,199318,5.683,660-699,80-90,>50,GA,Refinance_NoCashout,Primary,Townhouse,ServicerE,180
LN000256,2023-11,122430,4.474,780+,80-90,30-40,VA,Refinance_Cashout,Primary,Townhouse,ServicerB,240
LN000257,2022-06,378244,4.731,700-739,>95,20-30,CT,Refinance_Cashout,Investment,Single_Family,ServicerB,360
LN000258,2023-01,97303,4.796,740-779,70-80,20-30,TN,Refinance_NoCashout,Primary,Single_Family,ServicerC,180
LN000259,2023-10,253368,5.561,660-699,80-90,20-30,AL,Refinance_Cashout,Primary,Condo,ServicerA,180
LN000260,2022-08,94582,5.893,620-659,90-95,20-30,KY,Purchase,Primary,Single_Family,ServicerE,360
LN000261,2022-06,400139,4.79,740-779,<60,40-50,TN,Refinance_Cashout,Primary,Condo,ServicerD,360
LN000262,2023-03,182023,5.763,660-699,<60,>50,NY,Refinance_NoCashout,Investment,Single_Family,ServicerB,360
LN000263,2023-08,205618,6.458,<620,90-95,20-30,NY,Purchase,Primary,Single_Family,ServicerB,360
LN000264,2022-06,126449,5.589,660-699,80-90,30-40,NJ,Purchase,Second_Home,Single_Family,ServicerC,360
LN000265,2023-06,123969,4.779,740-779,80-90,30-40,SC,Refinance_NoCashout,Primary,Single_Family,ServicerD,360
LN000266,2023-03,157167,6.014,660-699,70-80,30-40,NY,Purchase,Investment,Condo,ServicerC,180
LN000267,2022-01,273588,4.941,700-739,70-80,30-40,SC,Refinance_Cashout,Primary,Multi_Family,ServicerB,360
LN000268,2023-11,477502,4.754,700-739,60-70,40-50,SC,Refinance_Cashout,Primary,Townhouse,ServicerD,360
LN000269,2023-05,157644,5.467,700-739,70-80,20-30,VA,Purchase,Primary,Single_Family,ServicerC,360
LN000270,2023-10,148992,6.483,<620,90-95,20-30,OH,Refinance_NoCashout,Primary,Townhouse,ServicerB,360
LN000271,2023-11,174772,5.468,700-739,80-90,30-40,OH,Purchase,Primary,Single_Family,ServicerB,360
LN000272,2023-04,228471,3.925,780+,<60,30-40,IN,Purchase,Primary,Single_Family,ServicerA,360
LN000273,2022-07,293588,4.861,700-739,<60,20-30,MI,Refinance_Cashout,Primary,Single_Family,ServicerB,360
LN000274,2022-10,86493,6.677,620-659,60-70,>50,NY,Refinance_NoCashout,Primary,Multi_Family,ServicerC,360
LN000275,2022-05,361555,5.369,700-739,70-80,>50,MA,Refinance_Cashout,Investment,Single_Family,ServicerB,360
LN000276,2022-10,323835,5.136,740-779,60-70,30-40,MO,Purchase,Primary,Townhouse,ServicerE,360
LN000277,2022-01,127402,4.398,780+,<60,20-30,PA,Refinance_Cashout,Primary,Single_Family,ServicerC,360
LN000278,2023-01,79080,5.872,660-699,80-90,40-50,MO,Purchase,Primary,Single_Family,ServicerD,360
LN000279,2022-01,231605,5.819,660-699,90-95,20-30,NY,Refinance_NoCashout,Investment,Townhouse,ServicerB,240
LN000280,2022-03,245440,5.855,620-659,>95,30-40,AL,Purchase,Primary,Multi_Family,ServicerA,360
LN000281,2023-08,297828,5.841,620-659,80-90,20-30,KY,Refinance_Cashout,Primary,Single_Family,ServicerB,360
LN000282,2022-07,155983,4.663,780+,80-90,40-50,NY,Refinance_Cashout,Investment,Condo,ServicerE,180
LN000283,2022-07,138552,5.574,700-739,<60,20-30,OK,Refinance_Cashout,Second_Home,Townhouse,ServicerA,360
LN000284,2023-10,307072,5.076,700-739,70-80,30-40,IN,Purchase,Second_Home,Condo,ServicerC,360
LN000285,2022-06,374212,6.593,620-659,90-95,30-40,SC,Purchase,Investment,Townhouse,ServicerD,360
LN000286,2023-01,171564,5.126,740-779,>95,<20,NC,Refinance_Cashout,Primary,Condo,ServicerA,180
LN000287,2022-08,231472,5.692,660-699,90-95,30-40,VA,Purchase,Primary,Multi_Family,ServicerA,360
LN000288,2023-06,148447,6.491,<620,60-70,30-40,MD,Refinance_NoCashout,Primary,Condo,ServicerB,360
LN000289,2023-12,430462,5.273,700-739,>95,20-30,LA,Refinance_NoCashout,Primary,Single_Family,ServicerD,360
LN000290,2022-05,448516,5.892,660-699,70-80,30-40,IL,Refinance_NoCashout,Primary,Single_Family,ServicerE,240
LN000291,2022-10,280364,5.275,740-779,70-80,<20,IN,Refinance_NoCashout,Investment,Single_Family,ServicerD,360
LN000292,2022-03,161042,5.594,660-699,60-70,<20,MD,Refinance_NoCashout,Primary,Single_Family,ServicerC,360
LN000293,2022-11,107721,3.887,780+,90-95,>50,NY,Purchase,Primary,Single_Family,ServicerC,240
LN000294,2022-04,189109,4.582,780+,60-70,>50,PA,Refinance_Cashout,Primary,Condo,ServicerC,360
LN000295,2022-05,373193,5.678,660-699,70-80,30-40,MA,Purchase,Primary,Single_Family,ServicerD,240
LN000296,2023-04,124602,5.999,660-699,70-80,30-40,IL,Refinance_Cashout,Primary,Condo,ServicerD,360
LN000297,2023-11,219612,4.854,780+,<60,<20,MO,Purchase,Second_Home,Single_Family,ServicerE,360
LN000298,2023-03,90621,4.562,780+,<60,40-50,PA,Refinance_Cashout,Investment,Single_Family,ServicerB,360
LN000299,2022-01,222956,5.367,660-699,60-70,20-30,KY,Refinance_NoCashout,Primary,Multi_Family,ServicerA,360
LN000300,2023-11,134313,5.181,740-779,80-90,30-40,IL,Purchase,Primary,Multi_Family,ServicerD,360
LN000301,2023-05,336489,4.734,780+,80-90,<20,CO,Refinance_Cashout,Investment,Single_Family,ServicerA,360
LN000302,2023-08,229497,6.734,<620,<60,30-40,PA,Purchase,Primary,Single_Family,ServicerB,360
LN000303,2023-02,224430,5.464,700-739,70-80,30-40,MO,Refinance_NoCashout,Investment,Multi_Family,ServicerE,360
LN000304,2023-01,113270,5.142,700-739,<60,<20,OK,Purchase,Primary,Townhouse,ServicerE,180
LN000305,2023-03,162935,4.977,740-779,70-80,<20,KY,Refinance_NoCashout,Second_Home,Condo,ServicerB,180
LN000306,2023-07,134829,4.718,740-779,60-70,30-40,LA,Purchase,Primary,Single_Family,ServicerC,180
LN000307,2022-04,235677,4.307,780+,70-80,20-30,CT,Refinance_NoCashout,Primary,Single_Family,ServicerC,360
LN000308,2022-08,306062,4.372,740-779,90-95,30-40,NJ,Purchase,Primary,Single_Family,ServicerB,180
LN000309,2023-08,121716,5.29,660-699,80-90,<20,NC,Refinance_Cashout,Primary,Single_Family,ServicerA,240
LN000310,2023-12,179293,4.109,780+,60-70,>50,SC,Refinance_Cashout,Primary,Townhouse,ServicerA,360
LN000311,2022-12,233333,5.844,660-699,60-70,30-40,NY,Purchase,Primary,Condo,ServicerA,360
LN000312,2022-01,607462,5.662,700-739,70-80,30-40,FL,Refinance_Cashout,Investment,Townhouse,ServicerE,360
LN000313,2022-12,270436,6.481,<620,>95,20-30,OK,Purchase,Primary,Single_Family,ServicerA,360
LN000314,2023-08,111770,5.573,700-739,80-90,20-30,CT,Purchase,Primary,Single_Family,ServicerB,360
LN000315,2022-01,218145,5.162,740-779,90-95,30-40,FL,Refinance_Cashout,Primary,Multi_Family,ServicerE,240
LN000316,2023-05,209761,5.599,660-699,70-80,20-30,CA,Purchase,Primary,Single_Family,ServicerD,240
LN000317,2023-08,341371,5.854,620-659,80-90,30-40,OR,Purchase,Primary,Single_Family,ServicerD,180
LN000318,2022-01,291939,5.823,700-739,70-80,30-40,MI,Refinance_Cashout,Primary,Single_Family,ServicerB,360
LN000319,2023-03,228358,5.635,660-699,70-80,30-40,VA,Refinance_NoCashout,Primary,Townhouse,ServicerC,240
LN000320,2022-09,317969,5.919,700-739,<60,>50,TN,Purchase,Investment,Multi_Family,ServicerD,240
LN000321,2023-02,182209,5.094,740-779,80-90,>50,OR,Refinance_Cashout,Investment,Single_Family,ServicerA,360
LN000322,2023-09,293436,6.55,<620,60-70,30-40,OK,Refinance_NoCashout,Primary,Multi_Family,ServicerA,360
LN000323,2023-10,162959,4.734,700-739,70-80,30-40,UT,Refinance_Cashout,Primary,Single_Family,ServicerA,240
LN000324,2022-11,95403,5.135,740-779,<60,40-50,MD,Refinance_Cashout,Primary,Single_Family,ServicerB,180
LN000325,2023-01,167279,4.258,780+,>95,40-50,OK,Purchase,Primary,Condo,ServicerE,360
LN000326,2022-11,253430,6.222,<620,80-90,20-30,MI,Purchase,Investment,Single_Family,ServicerA,360
LN000327,2023-05,197967,5.525,660-699,90-95,30-40,CA,Refinance_NoCashout,Second_Home,Multi_Family,ServicerA,360
LN000328,2022-01,245993,4.878,740-779,70-80,40-50,CA,Refinance_NoCashout,Second_Home,Condo,ServicerB,360
LN000329,2022-08,268483,4.675,780+,70-80,20-30,VA,Purchase,Second_Home,Multi_Family,ServicerC,360
LN000330,2022-08,283461,4.926,700-739,80-90,40-50,IN,Refinance_Cashout,Primary,Condo,ServicerD,360
LN000331,2022-06,212077,4.693,700-739,<60,40-50,MO,Refinance_Cashout,Second_Home,Single_Family,ServicerE,360
LN000332,2023-10,121878,5.619,700-739,<60,30-40,WA,Refinance_Cashout,Second_Home,Condo,ServicerC,360
LN000333,2022-07,209730,4.798,740-779,>95,>50,OK,Purchase,Primary,Townhouse,ServicerD,360
LN000334,2023-03,345588,5.988,620-659,70-80,30-40,OR,Purchase,Second_Home,Single_Family,ServicerC,180
LN000335,2022-02,412874,5.516,700-739,60-70,30-40,MN,Purchase,Primary,Townhouse,ServicerC,360
LN000336,2023-01,557906,5.847,660-699,70-80,30-40,OR,Purchase,Investment,Townhouse,ServicerD,360
LN000337,2023-02,269782,4.907,700-739,70-80,40-50,TN,Refinance_Cashout,Primary,Single_Family,ServicerD,360
LN000338,2023-10,286775,4.824,780+,90-95,40-50,PA,Purchase,Second_Home,Single_Family,ServicerB,360
LN000339,2022-08,328318,5.687,660-699,70-80,40-50,IL,Refinance_NoCashout,Second_Home,Single_Family,ServicerA,360
LN000340,2022-10,248663,4.846,740-779,70-80,30-40,OK,Refinance_NoCashout,Primary,Townhouse,ServicerC,180
LN000341,2022-03,170716,4.607,780+,90-95,40-50,CO,Purchase,Primary,Single_Family,ServicerB,360
LN000342,2023-07,240954,6.57,620-659,60-70,20-30,CA,Purchase,Primary,Townhouse,ServicerE,360
LN000343,2023-03,317667,5.299,660-699,60-70,20-30,GA,Refinance_Cashout,Second_Home,Condo,ServicerB,360
LN000344,2023-07,335868,5.382,740-779,80-90,20-30,OR,Refinance_Cashout,Primary,Condo,ServicerB,360
LN000345,2022-02,243988,5.637,660-699,90-95,30-40,NY,Purchase,Primary,Townhouse,ServicerE,360
LN000346,2022-06,254054,5.343,660-699,90-95,20-30,VA,Purchase,Primary,Single_Family,ServicerC,360
LN000347,2022-04,218169,4.602,780+,<60,20-30,GA,Purchase,Primary,Single_Family,ServicerD,180
LN000348,2023-12,133275,5.361,700-739,70-80,30-40,VA,Refinance_NoCashout,Investment,Single_Family,ServicerE,240
LN000349,2023-02,81840,6.329,<620,80-90,20-30,FL,Purchase,Primary,Multi_Family,ServicerA,360
LN000350,2022-09,194959,6.736,<620,80-90,<20,VA,Purchase,Primary,Single_Family,ServicerC,360
LN000351,2022-01,139990,4.857,780+,60-70,30-40,FL,Purchase,Primary,Single_Family,ServicerA,360
LN000352,2023-06,367129,4.622,740-779,>95,40-50,OR,Refinance_Cashout,Second_Home,Multi_Family,ServicerC,360
LN000353,2022-12,223836,5.701,700-739,90-95,20-30,KY,Purchase,Primary,Townhouse,ServicerE,360
LN000354,2022-06,203989,5.71,700-739,80-90,20-30,OK,Refinance_Cashout,Second_Home,Single_Family,ServicerD,240
LN000355,2022-06,199217,4.228,780+,80-90,<20,KY,Purchase,Primary,Single_Family,ServicerE,360
LN000356,2023-07,253708,4.941,740-779,70-80,20-30,AZ,Refinance_NoCashout,Primary,Multi_Family,ServicerC,180
LN000357,2022-08,144838,5.724,660-699,<60,40-50,OH,Refinance_Cashout,Investment,Multi_Family,ServicerD,360
LN000358,2023-04,190459,5.116,740-779,70-80,30-40,LA,Refinance_NoCashout,Primary,Townhouse,ServicerB,240
LN000359,2023-11,127291,5.285,700-739,>95,>50,MD,Purchase,Primary,Single_Family,ServicerD,240
LN000360,2022-03,184695,5.1,740-779,80-90,40-50,IN,Purchase,Primary,Single_Family,ServicerC,180
LN000361,2022-05,317284,6.309,620-659,80-90,30-40,CT,Purchase,Primary,Single_Family,ServicerC,360
LN000362,2022-08,164818,6.154,700-739,70-80,30-40,VA,Refinance_Cashout,Primary,Single_Family,ServicerC,360
LN000363,2023-06,272638,5.187,660-699,70-80,>50,WA,Purchase,Primary,Single_Family,ServicerD,360
LN000364,2023-06,177422,6.727,<620,90-95,20-30,CO,Refinance_Cashout,Primary,Multi_Family,ServicerE,360
LN000365,2023-01,231312,5.128,740-779,60-70,20-30,CT,Purchase,Primary,Single_Family,ServicerB,360
LN000366,2022-04,261200,5.026,740-779,<60,30-40,AZ,Purchase,Investment,Single_Family,ServicerB,240
LN000367,2023-02,390756,5.016,700-739,70-80,20-30,LA,Refinance_NoCashout,Primary,Single_Family,ServicerA,360
LN000368,2022-04,94980,5.517,700-739,80-90,>50,CA,Refinance_NoCashout,Primary,Multi_Family,ServicerA,360
LN000369,2023-09,231088,5.634,660-699,60-70,30-40,KY,Refinance_Cashout,Primary,Single_Family,ServicerE,180
LN000370,2023-02,353052,6.026,620-659,90-95,30-40,PA,Refinance_NoCashout,Investment,Single_Family,ServicerD,360
LN000371,2023-08,168631,5.237,700-739,90-95,20-30,WA,Refinance_Cashout,Primary,Single_Family,ServicerC,240
LN000372,2023-09,228868,6.129,660-699,>95,20-30,OR,Refinance_NoCashout,Primary,Multi_Family,ServicerD,360
LN000373,2023-01,61877,5.326,700-739,<60,30-40,NC,Refinance_Cashout,Primary,Single_Family,ServicerD,240
LN000374,2023-08,111906,4.738,700-739,60-70,40-50,PA,Refinance_NoCashout,Primary,Single_Family,ServicerB,360
LN000375,2023-12,244919,4.572,740-779,<60,30-40,CO,Purchase,Primary,Single_Family,ServicerA,360
LN000376,2023-12,113369,5.579,660-699,<60,30-40,NC,Purchase,Investment,Single_Family,ServicerE,240
LN000377,2023-01,121717,6.517,<620,60-70,<20,UT,Purchase,Primary,Condo,ServicerD,240
LN000378,2022-01,486722,6.09,<620,60-70,30-40,VA,Refinance_NoCashout,Primary,Single_Family,ServicerE,240
LN000379,2022-08,117721,6.022,<620,<60,30-40,WI,Purchase,Investment,Single_Family,ServicerD,360
LN000380,2023-02,222056,5.105,700-739,60-70,20-30,PA,Purchase,Investment,Single_Family,ServicerC,360
LN000381,2023-02,97041,5.273,660-699,70-80,<20,UT,Purchase,Investment,Townhouse,ServicerA,360
LN000382,2022-11,416743,4.92,740-779,70-80,>50,WI,Refinance_Cashout,Primary,Single_Family,ServicerA,360
LN000383,2022-10,193353,4.309,740-779,70-80,40-50,CO,Refinance_NoCashout,Primary,Single_Family,ServicerA,240
LN000384,2022-09,145150,5.995,660-699,80-90,>50,GA,Purchase,Second_Home,Townhouse,ServicerA,360
LN000385,2022-08,145943,5.387,660-699,90-95,>50,AZ,Purchase,Second_Home,Single_Family,ServicerC,360
LN000386,2023-08,292908,6.323,620-659,70-80,30-40,OK,Purchase,Primary,Condo,ServicerC,240
LN000387,2023-02,126243,5.659,700-739,70-80,20-30,MA,Refinance_NoCashout,Primary,Condo,ServicerC,180
LN000388,2023-05,225618,5.724,620-659,90-95,40-50,PA,Purchase,Primary,Condo,ServicerB,360
LN000389,2023-05,238184,6.05,660-699,80-90,30-40,CO,Refinance_Cashout,Primary,Multi_Family,ServicerA,360
LN000390,2022-08,238209,4.959,740-779,90-95,30-40,MI,Refinance_Cashout,Investment,Single_Family,ServicerC,360
LN000391,2022-12,157815,4.533,740-779,90-95,20-30,TX,Refinance_Cashout,Second_Home,Multi_Family,ServicerC,360
LN000392,2023-07,195696,5.255,700-739,80-90,30-40,MD,Refinance_NoCashout,Primary,Townhouse,ServicerD,360
LN000393,2022-10,242692,6.47,<620,70-80,30-40,FL,Purchase,Primary,Single_Family,ServicerD,360
LN000394,2022-08,338322,5.373,700-739,80-90,<20,AZ,Refinance_Cashout,Primary,Single_Family,ServicerD,360
LN000395,2022-07,183751,5.634,660-699,80-90,20-30,VA,Refinance_Cashout,Investment,Condo,ServicerC,360
LN000396,2022-07,206680,5.158,740-779,80-90,30-40,NC,Refinance_NoCashout,Primary,Single_Family,ServicerE,360
LN000397,2023-05,135580,4.518,780+,90-95,<20,CT,Purchase,Primary,Condo,ServicerC,360
LN000398,2023-10,501423,5.067,700-739,60-70,40-50,NC,Purchase,Second_Home,Single_Family,ServicerA,360
LN000399,2023-03,261335,4.707,740-779,60-70,<20,SC,Purchase,Primary,Single_Family,ServicerD,360
LN000400,2022-03,288780,5.007,740-779,<60,>50,PA,Purchase,Primary,Single_Family,ServicerE,360
LN000401,2022-06,117431,5.279,700-739,60-70,30-40,CO,Refinance_Cashout,Second_Home,Single_Family,ServicerA,240
LN000402,2022-12,404341,4.386,780+,80-90,30-40,VA,Refinance_Cashout,Primary,Condo,ServicerC,360
LN000403,2022-07,141121,6.248,<620,60-70,40-50,IL,Refinance_Cashout,Second_Home,Single_Family,ServicerA,180
LN000404,2023-02,231439,4.432,780+,70-80,>50,AZ,Refinance_NoCashout,Primary,Single_Family,ServicerB,360
LN000405,2022-11,136885,4.635,740-779,90-95,>50,MN,Purchase,Primary,Single_Family,ServicerE,360
LN000406,2023-10,195933,5.607,740-779,<60,20-30,NC,Refinance_NoCashout,Primary,Multi_Family,ServicerE,360
LN000407,2022-06,376534,4.999,700-739,<60,<20,TN,Purchase,Primary,Condo,ServicerE,360
LN000408,2022-08,174790,5.717,700-739,80-90,>50,CO,Purchase,Primary,Single_Family,ServicerD,360
LN000409,2023-11,396295,5.264,700-739,90-95,20-30,AZ,Refinance_NoCashout,Investment,Single_Family,ServicerE,360
LN000410,2023-10,242466,5.426,700-739,<60,20-30,IN,Refinance_Cashout,Second_Home,Multi_Family,ServicerE,360
LN000411,2022-03,220174,6.68,<620,70-80,40-50,CT,Refinance_Cashout,Second_Home,Single_Family,ServicerA,180
LN000412,2023-05,196127,5.767,660-699,80-90,>50,MO,Refinance_Cashout,Second_Home,Single_Family,ServicerE,360
LN000413,2022-02,324660,6.263,<620,90-95,30-40,CO,Refinance_Cashout,Primary,Single_Family,ServicerC,360
LN000414,2023-10,156560,4.699,740-779,60-70,30-40,UT,Purchase,Primary,Single_Family,ServicerC,240
LN000415,2023-01,163824,5.418,700-739,60-70,30-40,OH,Refinance_Cashout,Primary,Single_Family,ServicerA,360
LN000416,2022-03,139098,5.008,780+,70-80,20-30,KY,Purchase,Second_Home,Single_Family,ServicerB,360
LN000417,2023-04,174431,5.435,700-739,60-70,40-50,CO,Refinance_Cashout,Primary,Single_Family,ServicerD,360
LN000418,2023-10,565708,4.578,780+,70-80,40-50,MO,Purchase,Primary,Single_Family,ServicerD,360
LN000419,2022-07,270093,5.284,700-739,<60,<20,WI,Refinance_Cashout,Primary,Condo,ServicerA,360
LN000420,2023-02,251702,6.414,620-659,60-70,<20,PA,Refinance_NoCashout,Primary,Condo,ServicerA,360
LN000421,2023-02,157084,5.745,660-699,70-80,20-30,IL,Refinance_NoCashout,Primary,Single_Family,ServicerE,360
LN000422,2022-12,243668,4.623,700-739,<60,40-50,MA,Refinance_Cashout,Primary,Single_Family,ServicerD,360
LN000423,2022-04,158905,6.391,<620,90-95,20-30,OH,Purchase,Primary,Single_Family,ServicerE,360
LN000424,2023-12,287239,5.659,660-699,>95,20-30,UT,Refinance_Cashout,Primary,Single_Family,ServicerE,360
LN000425,2022-06,102519,4.358,780+,70-80,30-40,VA,Purchase,Second_Home,Single_Family,ServicerE,240
LN000426,2023-07,217769,5.779,700-739,90-95,>50,IN,Purchase,Primary,Single_Family,ServicerB,360
LN000427,2023-09,194028,6.12,<620,70-80,30-40,AZ,Purchase,Primary,Townhouse,ServicerB,360
LN000428,2023-07,185799,5.729,700-739,90-95,<20,MO,Purchase,Primary,Townhouse,ServicerE,180
LN000429,2022-06,291463,5.647,700-739,90-95,40-50,TX,Refinance_Cashout,Primary,Condo,ServicerD,360
LN000430,2023-04,258956,4.403,740-779,70-80,30-40,MI,Refinance_NoCashout,Primary,Single_Family,ServicerE,180
LN000431,2022-02,67567,4.6,780+,70-80,20-30,OH,Refinance_Cashout,Primary,Single_Family,ServicerB,360
LN000432,2022-06,101506,4.826,740-779,70-80,30-40,CA,Purchase,Primary,Multi_Family,ServicerE,240
LN000433,2022-06,342204,4.884,740-779,60-70,30-40,WI,Refinance_Cashout,Primary,Townhouse,ServicerC,240
LN000434,2023-05,309716,5.436,740-779,60-70,40-50,NJ,Purchase,Primary,Townhouse,ServicerE,360
LN000435,2023-09,222947,5.029,740-779,90-95,30-40,PA,Purchase,Primary,Condo,ServicerE,240
LN000436,2022-10,233685,4.209,780+,70-80,20-30,OH,Refinance_Cashout,Investment,Multi_Family,ServicerB,360
LN000437,2023-04,140011,5.939,660-699,90-95,20-30,IL,Purchase,Primary,Single_Family,ServicerE,360
LN000438,2023-02,320396,6.127,620-659,80-90,20-30,NC,Refinance_NoCashout,Primary,Townhouse,ServicerC,360
LN000439,2022-03,206377,4.859,740-779,70-80,20-30,IL,Purchase,Primary,Condo,ServicerC,180
LN000440,2023-09,198022,4.45,740-779,60-70,20-30,NJ,Refinance_Cashout,Primary,Single_Family,ServicerC,360
LN000441,2023-12,263644,5.41,660-699,70-80,30-40,AZ,Purchase,Primary,Townhouse,ServicerA,360
LN000442,2022-03,484328,5.408,700-739,60-70,30-40,NY,Purchase,Primary,Single_Family,ServicerD,360
LN000443,2023-08,233103,4.28,780+,70-80,20-30,KY,Refinance_Cashout,Primary,Single_Family,ServicerB,180
LN000444,2023-05,451838,4.469,780+,>95,<20,FL,Refinance_NoCashout,Primary,Single_Family,ServicerB,360
LN000445,2022-11,290823,4.757,740-779,70-80,20-30,WA,Refinance_Cashout,Primary,Single_Family,ServicerB,360
LN000446,2023-10,303840,4.362,780+,70-80,20-30,AL,Purchase,Primary,Single_Family,ServicerA,360
